SNID,redshift_hel,redshift_HD,expected_distance,measured_distance,discrepancy,PV
2102,0.0951,0.09414,407.28946794,403.178028516,-4.111439424000025,-37
2165,0.2902,0.28894,1242.85387588,1237.457611636,-5.396264244000122,-28
2246,0.1949,0.19434,834.7078580599999,832.309518396,-2.3983396639998773,-29
2308,0.1502,0.1494,643.26895988,639.8427603599999,-3.4261995200000683,-45
2330,0.2132,0.21195,913.08217208,907.72873533,-5.353436750000014,-38
2372,0.180465,0.17973,772.8863704709999,769.738549662,-3.1478208089998816,-36
2422,0.2672,0.26582,1144.3506396799999,1138.4404455079998,-5.910194172000047,-31
2440,0.191139,0.19044,818.6004375665999,815.6067957359999,-2.9936418306000405,-35
2533,0.3422,0.34111,1465.5568446799998,1460.888647834,-4.668196845999773,-23
2561,0.118129,0.1176,505.91690387259996,503.65132944,-2.2655744325999763,-50
2635,0.1437,0.14325,615.43108878,613.5038515499999,-1.9272372300000598,-36
2689,0.161489,0.16053,691.6169178565999,687.509761182,-4.107156674599878,-44
2789,0.290479,0.28901,1244.0487629625998,1237.7574040939999,-6.2913588685999,-26
2916,0.1242,0.12316,531.91747548,527.463416104,-4.454059376000032,-34
2943,0.2654,0.26419,1136.64169076,1131.4595639859997,-5.1821267740003805,-31
2992,0.126604,0.12623,542.2132050375999,540.611456762,-1.6017482755999026,-38
3080,0.174404,0.17331,746.9286263575999,742.2432985139999,-4.685327843600021,-42
3087,0.16551,0.16448,708.8378531939999,704.4266213119998,-4.411231882000038,-43
3199,0.2511,0.24972,1075.39837434,1069.4881801679999,-5.910194172000047,-26
3256,0.108225,0.10711,463.500553815,458.72528823399995,-4.775265581000042,-47
3317,0.161011,0.16008,689.5697636433999,685.582523952,-3.9872396913999637,-45
3377,0.2451,0.24459,1049.70187794,1047.517675746,-2.184202194000136,-25
3451,0.249841,0.24846,1070.0063928454,1064.0919159239997,-5.914476921400137,-26
3452,0.231138,0.22978,989.9061308171999,984.090157132,-5.815973685199992,-28
3592,0.086578,0.08571,370.7918775532,367.07445107399997,-3.7174264792000145,-76
3901,0.062861,0.06222,269.21791003339996,266.47266766799993,-2.7452423654000313,-147
4000,0.277701,0.27668,1189.3237911293998,1184.9511039919998,-4.372687137399907,-27
4046,0.2792,0.27777,1195.7436324799999,1189.619300838,-6.124331641999788,-29
4241,0.332,0.33063,1421.8728008,1416.0054341219998,-5.8673666780002804,-25
4524,0.0616,0.06123,263.81736304,262.232745762,-1.584617277999996,-92
4679,0.3324,0.33115,1423.5859005599998,1418.23246381,-5.353436749999901,-25
5103,0.161989,0.16078,693.7582925565999,688.580448532,-5.177844024599949,-46
5183,0.3898,0.38917,1669.4157161199998,1666.717583998,-2.6981321219998335,-17
5350,0.1754,0.17438,751.19424476,746.8258403719999,-4.3684043880000445,-18
5391,0.3009,0.3003,1288.67929446,1286.10964482,-2.5696496399998523,-20
5395,0.117,0.11653,501.0816798,499.06878758199997,-2.0128922180000473,-47
5533,0.220282,0.21898,943.4126033307999,937.836463612,-5.576139718799936,-27
5549,0.121242,0.12014,519.2491027548,514.5295129159999,-4.719589838800061,-58
5550,0.156291,0.15511,669.3551864754,664.2972594339999,-5.0579270414001485,-47
5588,0.411141,0.40957,1760.8138710653998,1754.0856717579998,-6.728199307400018,-22
5635,0.17979,0.17852,769.9955146259999,764.5564228879999,-5.439091738000002,-33
5717,0.2517,0.25051,1077.9680239799998,1072.8715521939998,-5.096471785999938,-32
5736,0.2552,0.25407,1092.9576468799999,1088.118140058,-4.839506821999748,-30
5737,0.393,0.3917,1683.1205142,1677.5529399799998,-5.567574220000097,-21
5751,0.130555,0.1295,559.134347917,554.6160473,-4.518300617000023,-56
5844,0.3108,0.30938,1331.07851352,1324.9970093719999,-6.081504148000022,-19
5944,0.045915,0.04575,196.64243870099997,195.93578505,-0.7066536509999821,-229
5957,0.280304,0.27935,1200.4717878176,1196.38604489,-4.085742927599995,-26
5966,0.309632,0.30834,1326.0762622208,1320.5429499959998,-5.533312224800056,-27
5994,0.1892,0.18809,810.29618648,805.542334646,-4.753851833999988,-21
6057,0.067072,0.06654,287.25256775680003,284.974145076,-2.27842268080002,-6
6100,0.3177,0.31623,1360.62948438,1354.3338427620001,-6.295641617999763,-22
6108,0.2595,0.25813,1111.3734693,1105.506102622,-5.867366677999826,-31
6127,0.28859,0.28714,1235.958649346,1229.748662716,-6.209986630000003,-24
6137,0.3001,0.29893,1285.2530949399998,1280.2422781419998,-5.010816797999951,-13
6192,0.272471,0.27103,1166.9250117674,1160.753569882,-6.1714418854001,-29
6196,0.281345,0.27991,1204.9301299429999,1198.7843845539999,-6.145745389000012,-24
6249,0.295061,0.29365,1263.6723207134,1257.62936131,-6.042959403400118,-27
6295,0.079563,0.07877,340.74839051219993,337.35217023800004,-3.396220274199891,-76
6304,0.190934,0.18995,817.7224739395999,813.5082485300001,-4.214225409599862,-40
6315,0.267,0.26583,1143.4940898,1138.483273002,-5.010816797999951,-16
6406,0.124488,0.12393,533.1509073072,530.761133142,-2.3897741652000377,-44
6422,0.186455,0.18515,798.540039377,792.95105141,-5.58898796699998,-37
6558,0.057385,0.05708,245.76557431899997,244.45933575199996,-1.3062385670000083,-218
6649,0.3162,0.3152,1354.20536028,1349.9226108799999,-4.282749400000057,-25
6699,0.3106,0.30922,1330.2219636399998,1324.311769468,-5.9101941719998194,-17
6773,0.0903,0.08943,386.73227082,383.006278842,-3.7259919780000246,-30
6777,0.4043,0.40283,1731.5155824199999,1725.219940802,-6.295641617999763,-14
6780,0.204064,0.20279,873.9549735615999,868.498750826,-5.4562227355999084,-28
6924,0.3302,0.32871,1414.1638518799998,1407.7825552739998,-6.381296605999978,-26
6933,0.2152,0.21399,921.64767088,916.465544106,-5.182126773999926,-38
6936,0.180212,0.17901,771.8028348728,766.654970094,-5.147864778799999,-27
7017,0.269,0.26799,1152.0595886,1147.734011706,-4.325576894000051,-28
7143,0.305137,0.30365,1306.8253036678,1300.4568553099998,-6.368448357800162,-24
7147,0.110217,0.10908,472.03179061979995,467.16230455199997,-4.869486067799983,-58
7243,0.204617,0.20334,876.3233339797999,870.8542629959999,-5.469070983800066,-28
7473,0.2182,0.21692,934.4959190799999,929.013999848,-5.481919231999882,-35
7475,0.3242,0.32276,1388.46735548,1382.300196344,-6.167159136000009,-25
7512,0.2212,0.22066,947.34416728,945.0314826039998,-2.312684676000117,-26
7779,0.3812,0.37991,1632.5840712799998,1627.0593245539999,-5.524746725999876,-11
7847,0.212659,0.21174,910.7652046545999,906.829357956,-3.935846698599903,-34
7876,0.076023,0.0752,325.58745763619993,322.06275488,-3.524702756199929,-84
8030,0.4242,0.42322,1816.74229548,1812.5452010679999,-4.1970944120000695,-19
8046,0.25857,0.25772,1107.390512358,1103.750175368,-3.6403369899999234,-28
8151,0.013004,0.01191,55.692873197599994,51.007545354,-4.6853278435999925,-22
8213,0.186112,0.18484,797.0710563327999,791.623399096,-5.447657236799955,-39
8495,0.214981,0.21365,920.7097487614,915.0094093099999,-5.700339451400055,-29
8598,0.361196,0.36033,1546.9119522823999,1543.2030913019998,-3.7088609804000043,-20
8719,0.117566,0.1165,503.5057159604,498.9403051,-4.565410860399993,-58
8921,0.145387,0.14423,622.6560870177999,617.700945962,-4.955141055799913,-35
9032,0.254,0.2526,1087.8183476,1081.82249844,-5.995849160000034,-26
9045,0.390984,0.38938,1674.4864914096,1667.6169613719999,-6.869530037600043,-20
9207,0.350268,0.34896,1500.1100668392,1494.508230624,-5.601836215200137,-23
9457,0.258229,0.25683,1105.9300948126,1099.938528402,-5.991566410599944,-26
9467,0.220272,0.21897,943.3697758367999,937.7936361179999,-5.57613971880005,-28
10096,0.077649,0.07694,332.55120816059997,329.51473883599994,-3.0364693246000343,-77
10434,0.104161,0.10305,446.0954602534,441.33732567,-4.758134583400022,-47
10449,0.242027,0.24065,1036.5409890337999,1030.6436431099999,-5.897345923800003,-26
10550,0.300813,0.29933,1288.3066952621998,1281.955377902,-6.3513173601998005,-25
10805,0.045248,0.04439,193.78584485119998,190.111245866,-3.6745989851999923,-121
11067,0.117758,0.11701,504.3280038452,501.12450729399995,-3.2034965512000326,-54
11206,0.38338,0.38185,1641.920464972,1635.36785839,-6.552606581999953,-23
11300,0.136842,0.13572,586.0599933947999,581.2547485680001,-4.805244826799822,-52
11452,0.3012,0.29984,1289.96411928,1284.139580096,-5.824539184000059,-26
11557,0.3822,0.38126,1636.8668206799998,1632.841036244,-4.025784435999867,-20
11650,0.2752,0.27395,1178.6126348799999,1173.2591981300002,-5.353436749999673,-29
11864,0.3052,0.30407,1307.09511688,1302.255610058,-4.839506821999976,-26
12136,0.349943,0.34839,1498.7181732842,1492.0670634659998,-6.6511098182002115,-22
12779,0.079948,0.07906,342.3972490312,338.59416756400003,-3.803081467199945,-41
12780,0.049408,0.04812,211.6020823552,206.08590112800002,-5.516181227199979,36
12781,0.084083,0.08309,360.1064178002,355.85364764599996,-4.25277015420005,-74
12841,0.293488,0.29215,1256.9355559072,1251.20523721,-5.7303186972001185,-17
12843,0.167253,0.16606,716.3026853982,711.1933653640001,-5.109320034199868,-29
12851,0.2496,0.24819,1068.97425024,1062.935573586,-6.038676654000028,-28
12853,0.1694,0.16828,725.49774836,720.7010690320001,-4.796679327999868,-27
12855,0.1707,0.16947,731.0653225799999,725.797540818,-5.267781761999913,-34
12856,0.171673,0.17042,735.2324377461999,729.8661527479999,-5.366284998200058,-36
12860,0.121679,0.12058,521.1206642425999,516.413922652,-4.706741590599904,-41
12869,0.279533,0.27816,1197.1697880302,1191.289573104,-5.880214926199869,-21
12881,0.238109,0.23685,1019.7611768845999,1014.36919539,-5.391981494599918,-33
12883,0.3065,0.30526,1312.6626910999998,1307.352081844,-5.310609255999907,-15
12897,0.017618,0.0165,75.4534789292,70.6653651,-4.7881138292,12
12898,0.083581,0.08282,357.95647760139997,354.697305308,-3.2591722933999563,-74
12907,0.132042,0.13108,565.5027962748,561.382791352,-4.120004922799922,-54
12927,0.189776,0.18906,812.7630501343999,809.6966015639999,-3.0664485703999844,-36
12928,0.1397,0.13875,598.3000911799999,594.23147925,-4.068611929999861,-20
12930,0.147168,0.14615,630.2836636991999,625.92382481,-4.359838889199864,-23
12950,0.082734,0.08167,354.3289888596,349.772143498,-4.556845361599983,-71
12971,0.235239,0.23395,1007.4696861066,1001.94922213,-5.520463976600013,-33
12972,0.2608,0.25948,1116.9410435199998,1111.287814312,-5.653229207999857,-31
12977,0.247804,0.24656,1061.2824323175998,1055.9546920639998,-5.327740253600041,-32
12983,0.26531,0.26408,1136.256243314,1130.9884615519998,-5.267781762000141,-30
13005,0.127284,0.12642,545.1254746296,541.425179148,-3.700295481600051,-52
13025,0.224358,0.22299,960.8690898852,955.0102887059999,-5.8588011792001,-31
13038,0.1062,0.10507,454.82798628,449.988479458,-4.839506822000033,-60
13044,0.125883,0.12472,539.1253427201999,534.144505168,-4.980837552199887,-45
13045,0.1806,0.17931,773.46454164,767.9397949139999,-5.524746726000103,-39
13070,0.198628,0.19733,850.6739478231999,845.114939102,-5.559008721199916,-37
13072,0.230633,0.22928,987.7433423701999,981.9487824319999,-5.7945599381999955,-28
13099,0.266025,0.26463,1139.318409135,1133.3439737219996,-5.974435413000265,-29
13135,0.104671,0.10361,448.27966244739997,443.735665334,-4.543997113399996,-64
13136,0.372057,0.37057,1593.4268935158,1587.058445158,-6.3684483577999345,-23
13152,0.203548,0.20231,871.7450748712,866.443031114,-5.302043757200067,-38
13254,0.180746,0.18004,774.0898230523999,771.066201976,-3.023621076399877,-35
13305,0.214812,0.2135,919.9859641127999,914.3669968999999,-5.618967212800044,-29
13327,0.282247,0.2808,1208.7931699018,1202.59603152,-6.1971383817999595,-24
13354,0.157626,0.15671,675.0726569243999,671.1496584739999,-3.922998450399973,-44
13370,0.1996,0.19861,854.8367802399999,850.596858334,-4.23992190599995,-38
13411,0.163,0.1619,698.0881522,693.37712786,-4.7110243399999945,-26
13425,0.212612,0.21127,910.5639154328,904.816465738,-5.747449694799911,-31
13506,0.244619,0.24354,1047.6418754786,1043.0207888759999,-4.621086602600144,-31
13511,0.23744,0.23664,1016.8960175359999,1013.4698180159999,-3.4261995200000683,-28
13518,0.3012,0.29993,1289.96411928,1284.5250275419999,-5.439091738000116,-27
13578,0.229,0.22783,980.7496126,975.7387958019999,-5.010816798000064,-35
13610,0.298307,0.29692,1277.5741252658,1271.6339518480002,-5.94017341779977,-20
13641,0.2193,0.21794,939.2069434199999,933.3824042359998,-5.824539184000059,-31
13655,0.262699,0.26184,1125.0739846306,1121.395102896,-3.678881734600054,-26
13689,0.251768,0.25043,1078.2592509392,1072.5289322419999,-5.7303186972001185,-32
13727,0.226638,0.22543,970.6337585171999,965.4601972419999,-5.173561275199972,-22
13736,0.150207,0.14898,643.2989391258,638.044005612,-5.254933513799983,-42
13757,0.2912,0.28973,1247.1366252799999,1240.8409836619999,-6.295641617999991,-25
13796,0.148699,0.14747,636.8405530306,631.577054018,-5.263499012599937,-47
13830,0.33147,0.32995,1419.602943618,1413.09316453,-6.509779087999959,-24
13835,0.247488,0.24617,1059.9290835072,1054.284419798,-5.644663709199904,-32
13894,0.1249,0.12377,534.9154000599999,530.0758932379999,-4.839506821999976,-56
13934,0.330932,0.32941,1417.2988244408,1410.7804798539999,-6.51834458680014,-22
13956,0.2642,0.26303,1131.50239148,1126.491574682,-5.010816797999951,-31
14019,0.2164,0.21521,926.78697016,921.690498374,-5.096471786000052,-20
14024,0.148812,0.14771,637.3245037127999,632.604913874,-4.719589838799948,-31
14108,0.1352,0.13477,579.02771888,577.186136638,-1.8415822419999586,-37
14157,0.2115,0.21095,905.8014980999999,903.4459859299999,-2.3555121699999972,-29
14212,0.20449,0.2032,875.779424806,870.2546780799998,-5.524746726000103,-30
14261,0.285847,0.28445,1224.2110677418,1218.2280668299998,-5.983000911800218,-21
14279,0.045389,0.04487,194.38971251659999,192.166965578,-2.2227469385999825,-167
14284,0.181066,0.1805,775.4603028604,773.0362666999999,-2.424036160400078,-32
14298,0.2701,0.26887,1156.7706129399999,1151.502831178,-5.267781761999913,-18
14318,0.057866,0.05653,247.82557678039998,242.103823582,-5.721753198399995,14
14331,0.221159,0.2199,947.1685745545999,941.7765930600001,-5.391981494599804,-35
14397,0.386529,0.38503,1655.4068428326,1648.9870014819999,-6.419841350600109,-23
14421,0.175041,0.17417,749.6567377253999,745.9264629979999,-3.730274727400001,-42
14437,0.149267,0.14806,639.2731546898,634.103876164,-5.169278525799996,-36
14451,0.1784,0.17737,764.04249296,759.631261078,-4.411231882000038,-21
14456,0.329562,0.32804,1411.4314577628,1404.9131131759998,-6.51834458680014,-23
14481,0.243538,0.2422,1043.0122233772,1037.28190468,-5.730318697199891,-33
14735,0.300443,0.29947,1286.7220779842,1282.5549628180001,-4.167115166199892,-25
14782,0.1604,0.15931,686.9530037599999,682.284806914,-4.668196845999887,-25
14815,0.136273,0.13518,583.6231089862,578.942063892,-4.681045094200044,-34
14816,0.107221,0.10609,459.20067341739997,454.35688384599996,-4.843789571400009,-54
14846,0.224756,0.22349,962.5736241464,957.1516634059999,-5.421960740400095,-35
14871,0.1276,0.1272,546.4788234399999,544.76572368,-1.7130997599999773,-40
14979,0.1771,0.17666,758.47491874,756.5905090040001,-1.8844097359999523,-32
14984,0.1967,0.19557,842.41680698,837.577300158,-4.839506822000089,-21
15129,0.197395,0.19621,845.3933178129998,840.3182597739999,-5.075058038999941,-24
15132,0.154382,0.15318,661.1794178708,656.031553092,-5.147864778799999,-36
15161,0.249554,0.24865,1068.7772437675999,1064.9056383099999,-3.871605457600026,-30
15170,0.3955,0.39499,1693.8273877,1691.643185506,-2.1842021939999086,-15
15171,0.1392,0.13826,596.15871648,592.132932044,-4.025784435999981,-19
15201,0.208812,0.20748,894.2894677127999,888.584845512,-5.704622200799918,-31
15203,0.204439,0.20329,875.5610045866,870.6401255259999,-4.9208790606001,-38
15213,0.3112,0.31061,1332.7916132799999,1330.2647911339998,-2.526822146000086,-20
15217,0.381433,0.38015,1633.5819518902,1628.08718441,-5.494767480199926,-22
15219,0.247421,0.2465,1059.6421392974,1055.6977271,-3.94441219739997,-30
15222,0.19943,0.19817,854.1087128419999,848.712448598,-5.3962642439998945,-39
15229,0.2268,0.22551,971.32756392,965.802817194,-5.524746725999989,-36
15234,0.136358,0.13535,583.9871426852,579.67013129,-4.317011395199984,-54
15259,0.21003,0.2087,899.5058564819999,893.8097997799999,-5.696056701999964,-30
15287,0.237679,0.23639,1017.9195946425999,1012.3991306659998,-5.520463976600126,-22
15340,0.1475,0.14628,631.7055364999999,626.480582232,-5.2249542679999195,-42
15354,0.2221,0.22083,951.1986417399999,945.7595500019999,-5.439091738000002,-35
15356,0.274927,0.27351,1177.4434442937998,1171.374788394,-6.068655899799751,-24
15365,0.187958,0.18667,804.9770117251999,799.460830498,-5.516181227199922,-41
15369,0.2342,0.23282,1003.0199094799999,997.109715308,-5.910194171999933,-31
15383,0.316063,0.31506,1353.6186236121998,1349.323025964,-4.295597648199873,-24
15421,0.185445,0.18459,794.2144624829999,790.552711746,-3.6617507369999203,-39
15425,0.159892,0.15948,684.7773670647999,683.012874312,-1.7644927527999243,-34
15433,0.220681,0.21949,945.1214203413999,940.0206658059999,-5.1007545354000285,-35
15440,0.262254,0.26141,1123.1681611476,1119.5535206539998,-3.6146404936000636,-27
15443,0.181908,0.18136,779.0663778551999,776.719431184,-2.3469466711999303,-32
15453,0.1837,0.18252,786.74106478,781.6874204879999,-5.053644292000058,-25
15456,0.3821,0.38055,1636.4385457399999,1629.80028417,-6.6382615699999405,-17
15459,0.126787,0.1256,542.9969481778,537.9133246399999,-5.083623537800122,-47
15461,0.186169,0.18493,797.3151730486,792.008846542,-5.30632650659993,-29
15466,0.245675,0.24444,1052.164458845,1046.8752633359998,-5.2891955090001375,-19
15467,0.209778,0.20856,898.4266036331999,893.210214864,-5.2163887691998525,-23
15508,0.134604,0.13372,576.4752002376,572.6892497680001,-3.785950469599925,-50
15583,0.1752,0.17443,750.33769488,747.039977842,-3.2977170379999734,-40
15584,0.284218,0.28344,1217.2344689692,1213.902489936,-3.331979033200014,-25
15648,0.175017,0.17392,749.5539517398,744.8557756479998,-4.698176091800178,-23
15674,0.197,0.19568,843.7016318,838.0484025919999,-5.653229208000084,-34
15704,0.370549,0.36962,1586.9685074206,1582.989833228,-3.9786741926000104,-21
15756,0.386701,0.38515,1656.1434757294,1649.5009314099998,-6.642544319400258,-22
15776,0.316961,0.31593,1357.4645325733998,1353.049017942,-4.415514631399674,-24
15868,0.250716,0.24986,1073.7537985703998,1070.087765084,-3.666033486399783,-28
15872,0.206456,0.20562,884.1993101264,880.6189316279999,-3.580378498400023,-33
15897,0.174885,0.17374,748.988628819,744.0848807560001,-4.903748062999966,-42
15901,0.20474,0.20382,876.8501121559999,872.9099827079999,-3.9401294479999933,-35
16000,0.3985,0.39717,1706.6756358999999,1700.979579198,-5.696056701999851,-21
16021,0.124597,0.12357,533.6177269917999,529.219343358,-4.398383633799995,-56
16032,0.204,0.20331,873.6808775999999,870.7257805139999,-2.9550970860000234,-31
16069,0.12825,0.12706,549.26261055,544.1661387639999,-5.096471786000052,-46
16072,0.285857,0.28446,1224.2538952358,1218.270894324,-5.983000911799991,-28
16073,0.154716,0.15357,662.6098561703999,657.701825358,-4.908030812399943,-46
16093,0.336029,0.3345,1439.1279981326,1432.5796743,-6.548323832599863,-24
16099,0.196948,0.19595,843.4789288311999,839.2047449300001,-4.274183901199876,-36
16100,0.19,0.18908,813.7223859999999,809.7822565519999,-3.9401294479999933,-37
16106,0.2512,0.24983,1075.8266492799999,1069.959282602,-5.867366677999826,-24
16108,0.1882,0.18723,806.01343708,801.8591701619999,-4.154266918000076,-16
16116,0.156492,0.15526,670.2160191047999,664.939671844,-5.2763472607998665,-44
16165,0.1751,0.1742,749.90941994,746.05494548,-3.854474460000006,-40
16185,0.101366,0.10043,434.12517568039993,430.11652224200003,-4.008653438399904,-66
16206,0.159729,0.15856,684.0792789126,679.072744864,-5.006534048599974,-46
16211,0.310991,0.30949,1331.8965186554,1325.4681118059998,-6.4284068494002895,-25
16213,0.2522,0.2509,1080.10939868,1074.54182446,-5.5675742199998695,-32
16215,0.047032,0.04666,201.42626978079997,199.833087004,-1.5931827767999778,-211
16232,0.375724,0.37436,1609.1317355656,1603.2900653840002,-5.8416701815997385,-22
16259,0.119078,0.11792,509.98123305319996,505.02180924799995,-4.959423805200004,-57
16276,0.1952,0.19413,835.99268288,831.410141022,-4.582541858000013,-40
16280,0.03816,0.03677,163.429717104,157.47669543799998,-5.953021666000012,75
16281,0.186515,0.18522,798.7970043409999,793.250843868,-5.546160472999986,-38
16287,0.107356,0.10685,459.77884458639994,457.61177339,-2.167071196399945,-52
16314,0.062573,0.06153,267.9844782062,263.51757058199996,-4.466907624200019,-33
16333,0.071915,0.07089,307.993923101,303.60410496599997,-4.389818135000041,-61
16350,0.238217,0.23693,1020.2237138198,1014.711815342,-5.511898477799946,-22
16352,0.25227,0.25086,1080.4091911379999,1074.370514484,-6.038676653999801,-28
16357,0.3738,0.37227,1600.89172572,1594.339119138,-6.55260658200018,-17
16392,0.058596,0.05824,250.95198384239998,249.42732505599997,-1.5246587864000105,-179
16402,0.2645,0.26309,1132.7872163,1126.7485396459997,-6.038676654000255,-25
16414,0.307732,0.30625,1317.9390383608,1311.59200375,-6.347034610799938,-24
16421,0.3203,0.31968,1371.7646328199999,1369.109328192,-2.65530462799984,-21
16442,0.280828,0.27943,1202.7159485032,1196.728664842,-5.987283661200081,-21
16473,0.217547,0.21625,931.6992837217999,926.1445577499999,-5.554725971800053,-27
16482,0.210771,0.20948,902.6793737873999,897.150344312,-5.529029475399852,-28
16541,0.1316,0.13125,563.6098210399999,562.11085875,-1.498962289999895,-36
16567,0.365913,0.36469,1567.1136812021998,1561.8758786859999,-5.237802516199963,-22
16578,0.1747,0.1737,748.1963201799999,743.9135707799999,-4.282749400000057,-17
16618,0.193145,0.19208,827.191632863,822.630504752,-4.561128111000016,-38
16619,0.1151,0.11424,492.94445593999995,489.261291456,-3.683164483999974,-56
16631,0.2158,0.21532,924.2173205199999,922.161600808,-2.0557197119999273,-25
16637,0.242928,0.24164,1040.3997462431998,1034.883565016,-5.516181227199922,-32
16641,0.1265,0.12558,541.7677990999999,537.827669652,-3.9401294479998796,-54
16644,0.298808,0.29787,1279.7197827152,1275.702563778,-4.017218937199914,-24
16692,0.034119,0.0337,146.12312677859998,144.32865478,-1.7944719985999882,-204
16737,0.2022,0.20107,865.9719286799999,861.1324218579999,-4.839506821999976,-19
16748,0.232098,0.23082,994.0175702411999,988.5442165079999,-5.473353733200042,-33
16758,0.326503,0.32499,1398.3305273482,1391.850727506,-6.479799842199782,-23
16774,0.214827,0.21396,920.0502053537999,916.337061624,-3.713143729799981,-34
16776,0.266718,0.26529,1142.2863544692,1136.1705883260001,-6.115766143199835,-28
16779,0.4004,0.39956,1714.8128597599998,1711.215350264,-3.5975094959997023,-18
16781,0.3312,0.33058,1418.4466012799999,1415.791296652,-2.65530462799984,-19
16789,0.324952,0.32414,1391.6879830288,1388.210390516,-3.477592512800129,-22
16793,0.2042,0.20292,874.5374274799999,869.0555082479999,-5.481919231999996,-29
16836,0.3332,0.33188,1427.01210008,1421.358870872,-5.653229208000084,-25
16847,0.277205,0.27577,1187.1995474269997,1181.053802038,-6.145745388999785,-29
16872,0.121114,0.11999,518.7009108315999,513.8871005059999,-4.813810325600002,-43
16894,0.2965,0.296,1269.8351971,1267.6938223999998,-2.141374700000142,-19
16899,0.2877,0.28712,1232.14700238,1229.663007728,-2.483994652000092,-22
16938,0.381744,0.38015,1634.9138869536,1628.08718441,-6.8267025436000495,-20
16953,0.339207,0.33783,1452.7385757257998,1446.841229802,-5.897345923799776,-25
16956,0.1087,0.10783,465.53485978,461.80886780199995,-3.7259919780000246,-23
17048,0.220452,0.21944,944.1406707287999,939.8065283359999,-4.334142392800004,-35
17081,0.275823,0.27474,1181.2807877561997,1176.642570156,-4.638217600199823,-29
17106,0.2124,0.21176,909.65597256,906.915012944,-2.7409596160000547,-31
17117,0.140153,0.13948,600.2401766582,597.357886312,-2.882290346199966,-44
17168,0.185192,0.18389,793.1309268847999,787.554787166,-5.576139718799936,-34
17171,0.160311,0.15911,686.5718390634,681.428257034,-5.143582029400022,-31
17174,0.050721,0.04945,217.2253323174,211.78195783,-5.4433744873999785,25
17176,0.093413,0.09232,400.0644697022,395.383424608,-4.6810450941999875,-58
17186,0.079443,0.07875,340.23446058419995,337.26651525,-2.9679453341999533,-72
17208,0.1422,0.14104,609.0069646799999,604.0389753759999,-4.967989303999957,-52
17215,0.181364,0.18092,776.7365621815999,774.8350214479999,-1.9015407335999726,-31
17218,0.178393,0.17713,764.0125137141999,758.603401222,-5.409112492199938,-41
17220,0.179029,0.17786,766.7363423326,761.7298082839999,-5.006534048600088,-42
17223,0.2427,0.24164,1039.42327938,1034.883565016,-4.5397143640000195,-32
17240,0.072753,0.07182,311.5828670982,307.58706190799995,-3.9958051902000307,-82
17253,0.158263,0.15708,677.8007682921999,672.734275752,-5.066492540199874,-48
17258,0.08896,0.08831,380.993386624,378.209599514,-2.7837871099999916,-69
17263,0.05976,0.05886,255.937104144,252.08262968399998,-3.854474460000006,-98
17274,0.196102,0.19482,839.8557228387999,834.3652381079999,-5.490484730800063,-39
17280,0.130978,0.1306,560.9459509132,559.3270716399999,-1.6188792732001502,-39
17332,0.182841,0.18217,783.0621830453999,780.1884581979999,-2.8737248474000125,-35
17340,0.257172,0.25637,1101.4032286968,1097.9684636779998,-3.4347650188001353,-27
17366,0.139289,0.13822,596.5398811765999,591.961622068,-4.578259108599923,-28
17389,0.170901,0.16971,731.9261552093999,726.825400674,-5.100754535399915,-28
17391,0.1849,0.1836,791.88036406,786.3127898399999,-5.567574220000097,-37
17435,0.218,0.21689,933.6393691999999,928.8855173659999,-4.753851833999988,-35
17460,0.2492,0.24842,1067.26115048,1063.9206059479998,-3.3405445320001945,-27
17464,0.2549,0.25358,1091.67282206,1086.0195928520002,-5.653229207999857,-31
17497,0.144789,0.14404,620.0950028766,616.887223576,-3.2077793006000093,-43
17500,0.044125,0.04346,188.97631727499999,186.12828892399997,-2.8480283510000106,-163
17528,0.3717,0.37042,1591.8979519799998,1586.416032748,-5.481919231999882,-11
17552,0.253291,0.25199,1084.7818782753998,1079.210021306,-5.571856969399732,-20
17568,0.1445,0.14345,618.8572882999999,614.3604014299999,-4.496886870000026,-27
17605,0.14643,0.14542,627.122994642,622.7974177479999,-4.325576894000051,-24
17629,0.137414,0.13658,588.5097260516,584.937913052,-3.571812999599956,-48
17745,0.063405,0.06237,271.547725707,267.11508007799995,-4.432645629000035,-63
17784,0.037069,0.03756,158.75723750859999,160.86006746400002,2.10282995540004,-298
17790,0.1802,0.17927,771.7514418799999,767.768484938,-3.9829569419998734,-15
17791,0.2862,0.28478,1225.72287828,1219.6413741319998,-6.081504148000249,-23
17801,0.2064,0.20523,883.9594761599999,878.948659362,-5.010816797999951,-21
17809,0.288955,0.28758,1237.521852877,1231.633072452,-5.888780424999823,-28
17811,0.2132,0.212,913.08217208,907.9428727999999,-5.139299280000046,-35
17825,0.1632,0.16236,698.94470208,695.347192584,-3.5975094959999296,-41
17875,0.232372,0.23125,995.1910435767999,990.3857987499999,-4.805244826799935,-35
17880,0.072673,0.07222,311.2402471462,309.300161668,-1.9400854781999897,-74
17884,0.238926,0.23789,1023.2601831443999,1018.8232547659999,-4.436928378400012,-33
17886,0.040744,0.04167,174.4963415536,178.46216749799999,3.9658259443999953,-416
18030,0.156528,0.15536,670.3701980832,665.367946784,-5.0022512991999974,-46
18091,0.371136,0.36987,1589.4824813184,1584.060520578,-5.421960740399982,-23
